"","x","y","type"
"1",0,0,"rf_glm"
"2",0,0.000199242877067145,"rf_glm"
"3",0,0.00039848575413429,"rf_glm"
"4",0,0.000597728631201434,"rf_glm"
"5",0,0.000796971508268579,"rf_glm"
"6",0,0.000996214385335724,"rf_glm"
"7",0,0.00119545726240287,"rf_glm"
"8",0,0.00139470013947001,"rf_glm"
"9",0,0.00199242877067145,"rf_glm"
"10",0.000200762899016262,0.00219167164773859,"rf_glm"
"11",0.000200762899016262,0.00239091452480574,"rf_glm"
"12",0.000401525798032524,0.00298864315600717,"rf_glm"
"13",0.000401525798032524,0.00378561466427575,"rf_glm"
"14",0.000401525798032524,0.00418410041841004,"rf_glm"
"15",0.000401525798032524,0.00518031480374577,"rf_glm"
"16",0.000401525798032524,0.00537955768081291,"rf_glm"
"17",0.000401525798032524,0.0057780434349472,"rf_glm"
"18",0.000401525798032524,0.00617652918908149,"rf_glm"
"19",0.000401525798032524,0.00657501494321578,"rf_glm"
"20",0.000401525798032524,0.00697350069735007,"rf_glm"
"21",0.000401525798032524,0.00717274357441721,"rf_glm"
"22",0.000401525798032524,0.00737198645148436,"rf_glm"
"23",0.000401525798032524,0.0075712293285515,"rf_glm"
"24",0.000401525798032524,0.00777047220561865,"rf_glm"
"25",0.000602288697048785,0.00796971508268579,"rf_glm"
"26",0.000602288697048785,0.00876668659095437,"rf_glm"
"27",0.000602288697048785,0.00896592946802152,"rf_glm"
"28",0.000602288697048785,0.0097629009762901,"rf_glm"
"29",0.000602288697048785,0.0101613867304244,"rf_glm"
"30",0.000602288697048785,0.0105598724845587,"rf_glm"
"31",0.000602288697048785,0.010958358238693,"rf_glm"
"32",0.000803051596065047,0.0115560868698944,"rf_glm"
"33",0.000803051596065047,0.0117553297469615,"rf_glm"
"34",0.00100381449508131,0.0129507870093644,"rf_glm"
"35",0.00120457739409757,0.0141462442717673,"rf_glm"
"36",0.00120457739409757,0.0159394301653716,"rf_glm"
"37",0.00120457739409757,0.0169356445507073,"rf_glm"
"38",0.00140534029311383,0.0177326160589759,"rf_glm"
"39",0.00160610319213009,0.0181311018131102,"rf_glm"
"40",0.00160610319213009,0.0189280733213788,"rf_glm"
"41",0.00160610319213009,0.0191273161984459,"rf_glm"
"42",0.00160610319213009,0.0199242877067145,"rf_glm"
"43",0.00160610319213009,0.0201235305837816,"rf_glm"
"44",0.00160610319213009,0.0205220163379159,"rf_glm"
"45",0.00160610319213009,0.0207212592149831,"rf_glm"
"46",0.00160610319213009,0.0213189878461845,"rf_glm"
"47",0.00160610319213009,0.0221159593544531,"rf_glm"
"48",0.00160610319213009,0.0231121737397888,"rf_glm"
"49",0.00180686609114636,0.0237099023709902,"rf_glm"
"50",0.00200762899016262,0.024706116756326,"rf_glm"
"51",0.00200762899016262,0.0259015740187288,"rf_glm"
"52",0.00200762899016262,0.026100816895796,"rf_glm"
"53",0.00200762899016262,0.0264993026499303,"rf_glm"
"54",0.00220839188917888,0.0270970312811317,"rf_glm"
"55",0.00240915478819514,0.0282924885435346,"rf_glm"
"56",0.00240915478819514,0.0292887029288703,"rf_glm"
"57",0.0026099176872114,0.0310818888224746,"rf_glm"
"58",0.0026099176872114,0.0318788603307432,"rf_glm"
"59",0.0026099176872114,0.0326758318390118,"rf_glm"
"60",0.00281068058622767,0.0338712891014146,"rf_glm"
"61",0.00281068058622767,0.0346682606096832,"rf_glm"
"62",0.00301144348524393,0.0350667463638175,"rf_glm"
"63",0.00321220638426019,0.0358637178720861,"rf_glm"
"64",0.00361373218229271,0.0370591751344889,"rf_glm"
"65",0.00361373218229271,0.0396493325363618,"rf_glm"
"66",0.00381449508130897,0.0408447897987647,"rf_glm"
"67",0.00381449508130897,0.0414425184299661,"rf_glm"
"68",0.0042160208793415,0.0422394899382347,"rf_glm"
"69",0.00461754667737402,0.0432357043235704,"rf_glm"
"70",0.00461754667737402,0.0434349472006376,"rf_glm"
"71",0.00461754667737402,0.0442319187089062,"rf_glm"
"72",0.00461754667737402,0.0450288902171747,"rf_glm"
"73",0.00501907247540655,0.046822076110779,"rf_glm"
"74",0.00521983537442281,0.0488145048814505,"rf_glm"
"75",0.00542059827343907,0.0498107192667862,"rf_glm"
"76",0.00562136117245533,0.0508069336521219,"rf_glm"
"77",0.00582212407147159,0.0522016337915919,"rf_glm"
"78",0.00622364986950412,0.053596333931062,"rf_glm"
"79",0.00622364986950412,0.0543933054393305,"rf_glm"
"80",0.00622364986950412,0.0555887627017334,"rf_glm"
"81",0.00622364986950412,0.0567842199641363,"rf_glm"
"82",0.00642441276852038,0.059175134488942,"rf_glm"
"83",0.00642441276852038,0.0599721059972106,"rf_glm"
"84",0.00662517566753664,0.060569834628412,"rf_glm"
"85",0.00702670146556916,0.0611675632596135,"rf_glm"
"86",0.00722746436458542,0.0627615062761506,"rf_glm"
"87",0.00722746436458542,0.0641562064156206,"rf_glm"
"88",0.00722746436458542,0.0651524208009564,"rf_glm"
"89",0.00722746436458542,0.0665471209404264,"rf_glm"
"90",0.00742822726360169,0.067344092448695,"rf_glm"
"91",0.00742822726360169,0.068738792588165,"rf_glm"
"92",0.00742822726360169,0.0703327356047021,"rf_glm"
"93",0.00782975306163421,0.0717274357441721,"rf_glm"
"94",0.00782975306163421,0.0727236501295079,"rf_glm"
